PPO
1000000.0
1000000.4557179718
999994.9977303314
1000001.007256012
999995.3976285706
1000019.0505968018
1000022.7159588776
1000016.2467328644
1000044.0970650177
1000087.0021473083
1000063.2044707794
999961.864596222
1000064.3251742402
1000091.1722617035
1000102.7968234863
1000053.8074868317
1000052.5245416412
1000070.245111496
1000072.2508505096
1000115.2006645355
1000132.2806070251
1000104.7086224365
1000109.2978218078
1000042.1704329071
1000048.5681392517
1000043.5972532806
1000007.538849884
1000101.0082073974
1000162.0099989776
1000125.5280824432
1000120.1522898864
1000178.514919876
1000108.3504220275
1000012.6950831146
999990.0862305145
999988.8659148864
1000037.096097885
1000083.8455650024
1000091.6058781891
1000099.5742028046
1000109.279378006
1000137.626013443
1000139.0075203552
1000052.1890989684
1000101.1052048949
999988.7850714263
999750.1667241057
999815.8956614531
999748.3367577972
999721.9327300567
999780.4210520171
999614.2195097808
999688.4562502898
999585.0492861784
999525.0545169524
999379.9590482176
999335.3904752653
999450.522172653
999598.6736513975
999569.7444930113
999495.6613871916
999324.8654470518
999321.7010418394
999162.7529471739
999368.4048301238
999278.8636772612
999373.7799534758
999446.4739785307
999544.2691341551
999499.9365515745
999338.7125338896
999273.4536918028
999359.1490282896
999568.6634384459
999718.8949006499
999712.242356613
999795.4490140685
999931.9341912383
999997.2321225432
999460.1611414488
999470.6421220243
999530.7370742186
999327.0439284209
999545.481788925
999556.4948807677
999648.7724874571
999765.9414010925
999899.4203054503
999873.1699357146
1000176.2102518767
1000147.6470172729
1000322.8790042571
1000202.7258387604
999810.2639335785
999934.3995535888
999941.469092453
999840.030742157
999757.9955153809
999777.5109673463
999567.5785098878
999533.816521042
999326.4214906465
998955.6535573732
998560.5198875429
998505.4892493746
997959.7679610598
997673.0412328189
998142.6045001986
998090.6452193911
998377.7793133853
998472.4804429628
998206.2805785983
998351.0216634981
998763.5131785586
998699.9350472414
998418.6305889284
998760.9100111543
998743.8862643128
998241.474126709
997634.4257574616
997843.5878253327
997863.111292511
998258.1929005737
998400.6616190185
998474.1568570251
998531.4744835205
998480.545632431
998650.7824366455
998440.7700655975
998712.6162520447
998969.117113678
998938.7753634796
999562.3727776795
999270.2157865601
999636.0902721711
999886.9294483338
1000040.5523941651
999806.5853874665
999269.310470932
998888.0349906159
998644.9329061128
998128.4333103944
998039.7575515443
997744.8488189852
997516.8973322908
997516.7049956056
997704.0474489596
998054.7194283755
998176.5303783724
998491.9809153749
996218.5344364778
996183.6143735505
996326.2184054109
996631.0883893586
996934.9964338074
996211.2349621125
995499.2606903687
995453.9310112916
995883.8787041474
995812.0674490967
995126.3100503082
994746.4874631043
994813.0869574585
994250.4256636505
994939.436491333
995928.4575972747
996118.6733153838
995128.5715260467
995588.2668783569
995764.0110832977
995749.0808921661
994880.3112492218
995059.1798644562
995419.1735373688
995244.5780006866
994886.8140175475
995049.487243164
995832.3714575652
996388.0602078552
996543.1463479766
997027.010734436
996730.2483014831
997082.6511575775
996607.9940166778
997024.5741334228
997577.1479415587
997455.0594142608
997532.3647460631
997350.973053955
996993.7381179199
997259.0884450378
997266.2642636261
996814.5342666778
996812.486431076
996640.2734134673
996162.6953310546
995994.3766090393
996320.7850479584
997057.2457993927
997122.2759199982
996520.6473571624
997514.3105588531
997346.6789600677
997268.2336150054
996223.9641925505
996458.9129771269
995634.7343787535
995371.1951410673
996086.7232919767
996809.7262887266
997489.6236981809
997524.0124980466
999324.017528076
997685.523588104
997182.0560469358
996877.243887924
997045.6948797759
996470.3326519317
996867.19524263
996996.4314087372
997087.8882057953
998179.6263093109
997063.2073265992
996799.4489963227
996169.9356986848
996132.7004790956
996215.7184454195
996321.0955101473
996908.4625883638
997629.2956564943
997020.800075577
996637.9341536257
997790.763735947
997289.4571685642
997373.1443748173
997926.1784668888
997217.2235867771
996640.7254605106
995319.3627157597
994888.5183700718
994623.2762291569
995017.6802732395
993824.1695941166
993781.614194016
993972.9139793095
993312.8922248692
992559.6265663914
993863.5982984928
993447.7658157353
992883.1181144872
992216.9053279118
992365.0679014287
992682.2797039342
991941.8912632299
992217.3278765874
992360.4419327244
992248.6680978703
992124.0118712162
992316.3051188206
991628.6226601262
991285.893951508
992117.6234238438
991647.8781054539
993247.8084074712
993511.0687155614
993965.3093948216
994336.2223552861
994281.7225437321
994323.0907029728
994906.6731847386
996679.9646475224
997210.1108089909
997086.0766993107
996326.8260649723
996958.415704987
997208.661623856
997163.0254827733
997619.0379591222
997651.1694092718
998499.697197022
999115.6163519598
999761.0936397557
1000139.8011432195
1000530.8624361119
1000284.5778945623
1000545.2100825505
999943.5415506597
998903.8636777196
998822.3502543034
998889.6938484807
999634.900749619
997546.6021049505
997364.4621709294
996873.6107018285
996486.9892703863
996883.1661504217
995776.3182188421
995403.1097681738
996415.5224770514
996045.6260781256
997175.8173567358
997275.2735899664
995202.1314544377
993723.9617744298
992803.2792263036
992948.6168265233
993329.7908637243
992845.3855296941
992032.5539470373
991716.4815336462
991151.9119126135
990755.0748403785
990754.9092554023
991900.582720719
990750.9135969855
989799.9994158179
991667.3690756537
993256.7038796545
993138.8719415441
992278.3733049474
991147.236084168
991297.0873219762
991839.2926456609
991578.0956807104
993079.502520722
992006.6302969214
992920.5799314734
993824.6022777258
993632.815202973
993107.3129531256
994768.2380202337
996086.1507600104
996974.8904807745
997175.722265885
999198.2358356481
1001950.8708366094
1001652.9901586309
1001350.9231107488
1000485.2244207768
1001778.8685471959
1002924.0424720922
1003561.2951052709
1004090.5291607061
1003519.8273266454
1005596.2471051794
1004897.3087657171
1004988.505325089
1005813.29027385
1005326.1896053624
1005500.1287576145
1005506.7655004734
1006203.6978628086
1006961.1539500431
1007012.7458547825
1007407.3732572941
1005920.5792105716
1006251.2608022006
1007239.5317353519
1006482.7458530124
1007076.135408585
1005850.1874189457
1004998.7598934483
1005090.6366057744
1005054.9176199955
1004442.1529098973
1005466.8597923131
1005631.3767329564
1005544.9883925938
1003474.4863191532
1003752.2762026829
1003632.6068825229
1004387.4166602634
1005701.1242289738
1004682.7221255192
1005253.347196381
1005627.3769146579
1004633.8900557406
1005577.9542393953
1005411.3251529696
1005411.1154826357
1003827.071888962
1001750.5396349031
1003918.0741708528
1004067.7583360596
1004319.276826706
1004680.6831353303
1006070.2721442262
1006308.6053248292
1004649.4648665773
1001604.4964695589
1000238.2492785952
1000762.1526087496
1001693.9418818209
1002643.475847687
1002543.0359308627
1003578.569580826
1003105.6856764223
1002192.6897759554
1003243.8701554262
1002556.594218918
1002814.692746094
1000974.4275293734
1001505.2034003604
1002068.8507990268
1000784.0067015231
999595.0545014803
1000091.4005094606
1001246.0022829592
1000299.7383651125
1000583.6624044802
999640.7766061098
1000468.9407144014
998590.3075496523
998076.9403577882
998304.7788457338
997088.1967999728
997255.763772919
996857.7268574984
997433.1368190005
998079.9752740785
999058.8333946535
999149.7378444369
998560.1439241488
998539.1487668764
997417.1317013857
997605.0454738466
997508.4826989748
997453.6928554078
995411.7910181276
995842.006835724
993938.5970773011
996159.7661620942
996703.4553767549
994999.7173375703
994897.0794240877
995427.436802826
995354.3499992829
995324.0720024719
995819.3171915893
995840.7208412627
996706.0798708342
997642.8082864074
996625.3289042357
995967.1911943511
996416.817741287
996950.6222607268
997174.1551028899
997631.2039076689
998807.5333820494
999094.4058235319
999674.0228344115
999261.2901223754
999652.3272001799
999179.84060054
998880.4626332091
999193.5335518034
998825.5675422819
996550.9183793181
1000023.9298939665
1000579.0295741118
1000868.3966144102
999861.5908450468
999725.0784884641
998932.4865776976
999936.3336189726
999263.8056173399
999346.1161434934
999442.3849429167
998364.0255603178
998196.8970734099
998517.3492494505
997259.7892228849
999317.678505905
1000360.3928200682
999938.4021858213
999740.9475366514
998818.2994551085
997351.3476932066
997544.9297527311
998245.6762170561
998625.1575003966
997221.9946516874
998298.8622160947
1000681.6995002897
999882.3150232848
999479.3101576994
1000464.1974495542
1000348.4413418119
1000222.7977913053
1000517.5272700804
1001781.8309748381
1001495.2104681242
1003056.5431509551
1002685.8770697325
1001430.3995909117
1002115.3960734251
1001551.2175419462
1001275.8323991087
1002501.698160919
1002876.4635908812
1002460.9945963133
1004427.366153961
1004938.3998629759
1005336.0602086181
1004403.9818177184
1003195.4409965972
1002820.008967758
1005065.6054057005
1005562.6487232664
1005456.7605352629
1005552.3661309355
1004253.6695978239
1005281.1220291288
1003799.8259628142
1003758.9648209685
1005179.436170944
1005505.7539291991
1005873.5914709166
1006057.7623461608
1005328.8674968109
999236.062094696
998607.4021066284
998060.1190877685
997723.8109023742
997423.1127651671
996182.3035223692
995506.0266566924
995709.0452963256
994690.8529485625
995522.3071363829
995801.3776872862
996820.0203736419
996206.3212365111
995300.0344617004
994604.3994570769
994332.9588700255
994652.4961459502
994849.834491638
994346.8826440581
994920.0596301573
993889.1390864409
994502.0872422636
995353.2595149992
996238.3808090056
995719.0034328154
995382.8978545226
995626.968032974
994163.9547104796
993515.4617471922
993302.425212921
993520.9631782988
994446.522962799
996092.6515627898
997400.8937269591
998485.7016403044
998198.5920983427
998983.312419052
999475.9505480193
998970.9458244169
997298.0002940672
996379.2137924955
997539.0836859129
995320.8040810698
995315.0247456358
994883.0943123472
