DDPG
988545.1797365571
1010071.5626863862
1019427.8017153168
1026552.1017946625
1034822.9071230317
1038138.2666048432
1039400.5471071625
1036105.7253298188
1032208.0797914887
1042059.0612215424
1047563.0545534516
1036228.6414369965
1028047.683719101
1029233.8278841401
1024662.062335434
1033365.7934450532
1034004.1345400239
1029364.3786196137
1028906.9791902924
1009609.0951418305
997454.7265810395
989156.5905794526
970920.9486421967
969394.4595064545
960525.657245102
958111.927569809
958456.6163362885
976007.8999056245
990170.9762148286
1000086.9531587983
1005983.0405306245
988191.6861605073
989217.2902864838
990262.1487154389
1004513.2439302827
1015256.2668184662
1001114.406955185
983492.1246523286
979725.7280153657
994589.4436220551
994230.9974245453
973414.8073000336
964266.0392488862
953361.3617891694
939496.0299410248
947257.027469101
967812.6600527192
964681.2233156586
945465.5036653901
963213.1342653657
959522.5155214692
952122.9175600434
926342.0459474946
924128.2244295502
946862.7230562592
943698.6895632172
935045.3655580903
932795.2914156342
952679.3395638581
971005.9071602937
981476.3283562775
990369.9369988557
983938.4854912873
991965.4063897248
980204.7064995881
990947.9551720734
994779.752443802
998350.4472069856
1010069.3181328889
1010785.8183465119
996167.0316949006
998706.9518609162
1003175.6384301301
992766.9639306184
985894.1086220857
987096.3426385041
988838.4749779816
975650.4627480622
973300.0949044343
987592.6873650666
986636.1119256135
985767.3930993195
1002245.2239251252
1005683.3164544221
994488.1661248322
961715.7962212678
968076.0860467072
940257.0753655549
944245.9548363801
955117.758883011
929961.2964882966
933721.7656273957
935822.8275704499
961262.7763390656
929699.722567093
924932.6822762605
900420.9567132111
900677.5104241486
890042.373713028
881628.4998421784
896461.4432091828
895493.491304886
908930.4579949494
877534.6208138581
875369.6219658967
871382.7769341584
891570.8164162751
887911.4204506989
893708.3323083039
910064.1875023957
928201.2882943269
924308.2161126252
917318.0140938874
929064.4058861848
918148.357332718
918554.595034134
926799.7443184968
920423.4586205598
898829.1151375886
871257.9835076447
844228.7991051789
844232.0278954621
858735.086428177
838094.9851479646
837909.6851601716
857786.5773873444
854701.874369156
859746.9249596711
883535.1565423127
881835.8065209504
871212.7705178376
875135.8014626618
865202.038645279
872825.2560296174
869623.4834847566
871806.6251168366
883164.4723458405
882505.6140923615
874719.8147988435
872969.1980233308
865218.4133706208
862889.1160454865
884682.439943802
879023.018785965
908122.0959267732
910639.2047448274
919220.1993355866
911968.7992730256
915194.0658440705
904193.0553918
921797.966921341
936193.6714120026
947821.2872033234
945431.2552666779
930817.724695694
944771.3478417512
942415.1464486237
943593.1469445344
945112.5419793244
945013.9000420686
962889.4974999543
964781.1358742829
977849.230883133
984066.1635689851
990076.75120784
984402.1697335358
985044.7297158357
974789.8864770051
955776.955530655
952143.0820870515
954346.2281670686
967440.2298684235
937747.1007866975
934701.0945534821
926081.6243615266
921485.8624825593
923365.7894845124
911958.2990059968
907909.9569726106
920738.9565835114
925691.7514138337
938325.2207818147
943728.0281014558
902834.2080712434
901630.563494217
898651.452379715
891262.2924599763
897319.7887826081
889282.670877945
874039.523348343
869399.9550347443
852300.3065819856
843748.6672845002
840270.2058739777
857979.305468094
842730.2644753571
825953.8230767365
848953.4613442536
875395.846445572
874166.3461480256
865244.5460076447
845665.2477135774
843357.2799401399
845279.9562554475
844610.9290108796
866864.0593514558
855554.6775765534
872443.5776772614
880481.4814095612
876866.5492653962
873952.3565316316
899541.0389580842
912705.8916421052
923247.7954506989
918694.008303177
926141.3717675324
951714.6481728669
947520.6796441193
945621.4773202058
933054.659197342
931616.7170357819
945956.5203423615
959713.6750435944
972603.4912514802
952047.8343148347
987803.0225625153
988562.8084206696
979146.872164261
982820.7112832185
982648.386339676
983278.791971695
989188.5530495759
987026.4249978181
995767.1487603303
1001342.4967522736
1005896.4558358308
990152.05879451
989656.1135430451
1014549.8130059357
1008888.5089058991
1012280.4698891755
1000110.6166558381
984943.8297982331
983876.9259286042
989585.3034157868
980164.4412331696
996698.7499261018
997933.3536095734
992823.5899376984
968311.7209801789
963197.6034035798
956415.3670754548
959683.733339798
978295.0126977082
965687.9353051301
969079.2167534943
968143.711679947
957757.7832818147
968204.083933365
967452.0856194611
966818.056551468
966666.0341439362
955790.1843438264
977308.9837136384
975774.0084939118
980932.0499138947
991826.3657937165
1001868.9735055085
1004297.2693963166
989514.9525170441
974017.0711617585
968929.4607033845
976899.6707635041
986093.4215569611
990679.4297814484
990835.0405678864
999084.448587906
999105.3176369782
991639.9669900056
1001982.8419137116
1001742.388620865
998713.2332787629
993326.4706368562
993404.8167290803
1004825.6927209016
1000954.6913781281
994118.5073037263
999506.4672570344
1009975.5546670075
1007302.7182259675
1010125.6684975739
993759.1474862214
998202.9886803742
978803.5873894807
973431.1762566682
978015.783617508
964054.8279214021
968085.7979912873
958760.9090829011
960878.6998009797
969274.689287674
982961.7764535066
983955.7237420197
965696.7879052277
966218.9858574982
950077.9650368806
935307.5913643952
934553.4421792146
944155.1105141755
934898.6105446931
947201.4173607941
936931.2818780061
948387.5574135896
958323.2701592561
942952.410318863
947914.6250176545
950913.6088204499
954682.8376412507
953518.3540597077
962189.493258011
967980.1047539826
979861.5410180207
990601.5955987092
982971.5082192536
984570.7323250886
987969.7494149323
990644.5705514069
994024.2037606355
993520.9841332551
1006222.4161553498
997444.5659585114
999862.0894112702
998167.2427773591
993336.2391686555
990520.4734749909
989752.1906151887
993214.7024483796
983047.5342583772
980691.942942154
996503.4754281159
1003650.9244485017
1001473.5600152131
991840.5607781525
984068.4195885774
974898.45798732
993210.6606011506
991403.2813897248
989766.1267724152
989231.1871895905
981215.5396981355
979558.0701012727
981514.5560860749
970879.0960106965
984621.7337594148
989028.8231148835
983287.154963028
981888.3519921418
971975.8516259309
964051.0105614777
968409.4721398469
979105.9950509187
977042.5514092561
974600.9685387727
978304.6616463776
1000333.2030282136
995471.9754967805
994933.9535088654
998120.0522866364
1003693.6394677277
1004841.4763131257
1013268.9893288728
1020183.4515633698
1010206.5544991608
1025642.0045037385
1019354.4376549836
1008710.0490975495
1006566.1355538483
1005763.5909676667
998611.1938805695
996186.9636178132
1004174.0889535066
1003110.96139003
1011726.5250725861
1018822.8106560822
1020686.6086068269
1014928.911654007
1007350.0795769807
1001142.692904007
1006636.124079239
1013902.4279198762
1016441.8272805329
1020339.1844658967
1026855.662523758
1030153.2801766511
1046743.7883477326
1047169.4044900056
1049985.0632500763
1049371.4788003082
1056867.6297631378
1057757.9059395904
1058544.296770584
1047620.7474770661
1054025.2578072662
1058168.0074257965
1066344.8944420929
1053045.3117852325
1050219.4455285186
1049747.7247185821
1064118.3796181793
1060883.1548562164
1056172.2556862945
1058784.8857522125
1058968.5107979889
1059601.563227188
1049075.7873025055
1042949.2857232209
1032931.8075661774
1034046.6155572053
1034379.9372735139
1030371.0564828034
1034923.4289956208
1019269.3892693635
1027648.3038354035
1035690.7320656892
1047591.6225991364
1049211.988115799
1040849.3126855012
1043382.9027276154
1038871.4337411042
1031114.3669304963
1031838.0491051789
1035611.1840157624
1038381.9588723298
1038414.8318200227
1037607.1999154206
1048856.7533898468
1042588.7149987336
1044342.8516717072
1040549.4918923493
1038654.8206734773
1029180.3311867829
1026070.7294411774
1029311.6237588044
1016739.6066613313
1015799.8775277253
1020358.2443566438
