TD3
999274.0902749557
1000644.5256845016
996454.4872933883
991781.4097939987
992113.9951364059
1014732.0808145065
1025972.0690499801
1030828.1929208298
1040462.2063638229
1028316.8209115524
1023400.0431863327
1023448.3334847946
1036992.6435128708
1045051.7293054123
1028466.828212883
1013552.2838937301
1009441.0886880417
1021519.1562081833
1020806.2870904465
1004405.4548684616
997584.4259988327
978642.7693368454
964445.2803002853
968761.0596734543
991599.5688745041
988347.2205239792
974721.9312249679
989798.1811639328
984466.7014504928
978134.1065713424
953364.1586114425
942862.6023599167
960661.1673852463
955513.6519204635
948956.1525308151
948315.6014291305
971126.7832757492
986309.0181466598
996730.3769341965
1004784.1685372848
996835.8289529342
1004444.0493966598
991984.7317849655
1004127.6021996994
1006949.5936318893
1012251.4696465988
1025529.3794900436
1025081.037372734
1008435.5616570968
1012971.9960214157
1016793.4193841476
1011171.2243005295
1008985.093586113
1013273.8591805954
1014150.2268868942
1000676.3256875534
996862.9602242965
1008793.599079277
1002219.4186288376
996799.85168853
1015106.3124658127
1021816.7730905075
1013726.530429985
988296.5599633713
997575.2464486618
972155.6744729538
972440.2346231003
988540.4725610275
960411.4203149338
960947.9361154098
960053.6907540817
985088.4568139572
954319.4119836349
952420.2845193405
933400.4715768356
931860.9072305221
920870.168522026
918431.1631051559
931322.3474847336
931598.1584207077
946204.7793542404
911048.2180978317
906153.8580438156
910089.2496148605
926067.3150521774
928155.2851525802
932759.2231256027
947327.5068475265
964546.5221215744
958877.959942009
951231.000957634
961614.1307946701
952190.3077508468
951891.0136147995
958725.4773446579
950633.9267236252
933353.0950891037
910642.3072015304
887510.0397683639
885388.9120065231
897635.0157052536
880446.3303033371
881895.2629891891
901657.0536843796
906038.1336709518
918076.4774896164
937985.7539483566
936633.960987236
919503.5496026535
926999.0920526047
921284.0914956589
931572.4664804001
930511.2667657394
934093.538204338
942571.6111413498
943060.1955224533
939170.6569100876
936164.0710336227
930399.7860528488
933588.8911096115
951449.0801431198
939642.3569451828
958511.1292916794
956505.6475640793
961517.3306085129
957284.7420159836
958438.3156777878
957354.9105798263
967454.7489511032
977310.7828256149
981469.275112297
983066.1205407638
971486.9117166061
986220.0456124801
984704.7817498703
983842.0537606735
984057.5518304367
981229.3726541061
994794.4560433883
990108.4291039963
1002433.3756829757
1008807.9899484176
1016232.3540612716
1011430.647037651
1012113.8316155929
1006180.8034326095
987533.2644464035
979653.1722604294
981263.3302728195
991943.0062905807
961628.0082589645
956628.4268838424
947795.4036098748
941686.1404529839
948971.2074333458
936850.3859077721
933435.3124042779
947533.4789158135
951949.3431984215
959284.4154697686
962551.1419845849
921728.2677112847
923853.9582992821
918992.3585392266
918874.0625187188
923525.9496837883
916436.9920154839
900723.4561878472
900257.7225147515
890588.5940796166
882410.0296551018
877451.6451088219
892575.6468864708
877900.0928112298
861438.4931789666
881696.5379329949
901400.2085758477
903562.3020073205
892192.4817959099
872673.771247509
871017.2329021721
875533.3595405846
874632.0009208947
897179.4016052514
888534.3770271569
904473.0402542382
909589.7968498498
903232.705295208
901754.3272053032
921771.1555324822
935963.4042965203
944818.5880752831
942350.1925560265
945261.0870815545
972005.0154873162
966171.07929385
962064.7215248375
947047.202888134
941333.0681816369
950450.3650509148
963891.4852386742
977457.9712272912
959491.1503788262
992314.8424011498
986367.7040020257
979472.1673122674
978947.6453624993
982067.2820774346
986655.7941395073
994022.5280739098
991583.0753608971
1000401.1913162499
1002672.032998684
1008446.8776527672
994088.6851459771
990843.053859356
1017742.9724346428
1015207.9119278222
1019439.8279911309
1010401.6238991051
1000267.9189049035
1001605.7028518944
1009904.861539486
1000178.1407772332
1016324.4767872124
1016323.8299824029
1015348.1567341118
991942.5179687768
983184.5235363274
975909.0881820946
976721.8255821496
992782.1718937188
982521.5550876885
985996.5309177666
985421.6289383202
975359.3808609276
985572.0609070092
982756.4472557335
982349.8478332787
986493.8931785851
976904.7226616173
996674.7261463433
990491.1148372918
994116.6461731225
1003528.0833030968
1007489.8858333855
1007810.8478142052
1003730.9224334984
985514.2472664147
978730.0029217034
990252.1218162804
994802.0512214928
994867.9264370232
995536.7194343834
995878.9314399987
994602.9837738305
984832.5637604027
996706.7266498833
999061.5068336754
998353.652259472
991533.7397190362
989417.7334839135
997480.5502334862
991511.1973377495
985259.7891174584
990570.9294925957
1002667.7511955529
1000508.6030479699
999900.3300396233
987873.1117550164
994405.7182480126
971806.7043091088
969133.5998226433
973483.6527992516
958079.8012348443
960168.9529720574
954534.6256424218
952849.4881721764
960790.1203628808
972072.4662929802
975749.8834701806
960499.8166748314
958242.4939934044
945326.891219738
941480.5889679223
946243.5653587609
953756.6137424737
953644.6480385094
965894.0029388695
959472.2204757958
968489.2974411278
972411.3464046746
956118.5214134484
960871.5467048913
967095.1381984978
970280.8323150902
968487.651345852
977101.2316681176
982126.7092052727
993960.0426117211
1006841.8019501
1006177.4927917748
1011655.3335586815
1014218.654306057
1014438.8271232873
1016514.9771782189
1013691.638763073
1027274.733930233
1015986.8063427239
1016691.9471584588
1017063.5881553917
1009457.441377285
1007064.6234051018
1005968.3343235283
1008445.4061809807
1001623.4030987053
996065.9444595604
1011769.3717609673
1019185.1793915062
1018188.2142139702
1011899.3113914757
1003441.4226738244
996867.1372543602
1011790.3789554863
1009651.6547580987
1008370.6554161339
1008719.3500744133
1002215.17836726
1003347.3340965539
1002886.2795501977
992397.5106998711
1002029.2586551934
1004810.9160496026
1002138.8532425194
999117.8511577874
991415.4400650292
984274.9745041161
983486.5823704033
991829.8219238549
990077.7376896172
989957.3889843255
996864.6329952508
1014795.7370716362
1010057.1718441277
1004851.2291122704
1002818.9767318993
1010606.6767116814
1010143.7684208184
1017721.8949638634
1020007.8042465477
1012226.735089901
1027671.7787681847
1025214.4617058068
1019764.0325790673
1018389.6354347497
1020933.9195190697
1015602.8090873986
1014007.5416008263
1022006.7152038842
1017515.669515255
1023296.2589470177
1031818.1408630639
1028699.691529873
1027266.838807705
1019101.9233185082
1009698.2719379693
1015573.5878158837
1021738.3159767418
1021277.0660644799
1023138.9599815636
1031798.5019279748
1032801.5566421776
1043603.1385093956
1044727.1188675194
1049394.450032833
1050917.8578010825
1055616.5267235069
1057612.4855438499
1062676.155160549
1059791.1569305686
1066516.1132789878
1065515.7915855674
1062576.0724159507
1051924.7844444541
1052928.8088814048
1050849.632291439
1066236.9890495567
1064842.508489254
1059990.8104568748
1063246.976709011
1064624.7166763572
1066850.3853508262
1061656.470269802
1056458.4152313499
1047187.6349464684
1048641.8024498252
1046591.3247772484
1043778.1167999535
1047675.3066536217
1034513.5070244103
1043542.1125465661
1048734.6028991966
1056450.1393944053
1058538.0951210288
1049793.1850334434
1052148.5898987083
1048851.8152481345
1038267.6554313927
1041887.1830574303
1044110.9359985619
1047868.7778412133
1043930.9734245568
1040825.3280731469
1047530.6436859398
1037155.7707916527
1036903.057305935
1032840.2616554528
1033185.7021156579
1024435.5397659569
1021923.7492386132
1021188.7345596581
1010533.1594139367
1006427.204999569
1009316.115987423
