TD3
1000000.0
1001547.2799903869
998245.7781852722
1001688.7880592346
998774.8395043869
1007182.2679788131
1008690.4138452072
1006773.7193261642
1009285.0872689743
1011236.0584527511
1004086.792225029
984386.939754631
999645.6877404709
1004914.1673623581
1007586.6251031418
1018036.1808358688
1019332.2466317673
1016693.1231881637
1013409.5570260544
1015782.0362817306
1011522.2056237716
1008091.7373315353
1016398.5410348434
1005489.2590371628
1011548.776600029
1010942.560382988
1006854.8974801559
1008404.2897073288
1011451.3644830246
1012069.6088372726
1014841.8870507736
1020895.5347939987
1012219.8701974411
1000633.3903237839
1001549.6722451706
1008966.0418664474
1014200.4545175094
1011832.1371881027
1007612.4050408859
999533.1803094406
1005970.6655084152
1008264.7976418991
1007163.2488519211
1006810.782459404
1011657.4420815964
1010647.9606133957
1002344.8573571701
1001617.7812692184
996918.183429863
987943.7921258468
995596.2146188278
989875.6781884689
996784.2944451828
996207.0256768722
992522.4866448898
977878.5585595627
976237.8862039108
984368.7778665085
992793.3061028976
991162.2493707199
990797.5342065353
973536.1329080124
980833.9424172897
964821.7695580978
980134.6274682541
970319.1283227463
977699.4181252975
980407.6060830612
990965.6820031662
990122.9574777145
984297.2957955856
977621.5366326828
979291.9309884567
992853.5051461715
1000771.3076440353
997806.4249307174
1003654.0832482834
1006875.1554757614
1008685.8150216598
1006497.7542382736
1009086.4637261886
1009473.9038201828
1005958.2391549606
1010340.5708123703
1014165.7954980392
1016847.9331552048
1020220.8640786667
1026419.8212396164
1028372.1141091842
1034602.2577783127
1034573.6188165207
1031977.729976799
1027680.0990487594
1018612.6821252365
1024725.493686821
1025628.261226799
1030182.5832101364
1028015.714023735
1029046.1765405197
1022413.8051949997
1017212.265171196
1020750.5610314865
1024637.4191171188
999720.6076089401
1009165.0028268356
994856.7530251999
989723.0005074997
1004553.171848442
1003839.4788247604
1025832.4106561203
1038616.9826089401
1042319.8773461838
1042622.0469781418
1050924.9444619676
1040593.4539300461
1036152.4358560104
1050914.2938348313
1045390.0520669479
1035174.4505578537
1026508.144542839
1043728.8805200119
1052665.4433175584
1057778.0070764085
1068283.0876962205
1071932.517856743
1075907.6464959641
1072840.4609796067
1070133.6854516526
1075403.6260262986
1074871.4963952561
1064735.974735405
1055995.4881631394
1050691.1034509202
1045193.7141305465
1050180.8227349778
1053758.3049890061
1047043.04334655
1043714.5672799606
1033671.7976953048
1023961.9536019821
1012771.8399774093
